item_id,order_id,product_id,quantity,discount,unit_price
ITEM-00036597,ORD-0007951,PROD-00118,4,0.25,106.8
ITEM-00036598,ORD-0000575,PROD-00001,4,0.15,40.77
ITEM-00036599,ORD-0022394,PROD-00098,2,0.3,130.0
ITEM-00036600,ORD-0010418,PROD-00017,5,0.25,241.29
ITEM-00036601,ORD-0001647,PROD-00036,4,0.1,5.84
ITEM-00036602,ORD-0002676,PROD-00169,4,0.2,225.49
ITEM-00036603,ORD-0012441,PROD-00216,1,0.0,236.63
ITEM-00036604,ORD-0007273,PROD-00097,2,0.05,89.82
ITEM-00036605,ORD-0017833,PROD-00141,1,0.05,98.62
ITEM-00036606,ORD-0017526,PROD-00053,1,0.2,152.09
ITEM-00036607,ORD-0020994,PROD-00079,1,0.3,234.38
ITEM-00036608,ORD-0002425,PROD-00209,2,0.25,129.47
ITEM-00036609,ORD-0004162,PROD-00019,1,0.25,172.51
ITEM-00036610,ORD-0024460,PROD-00166,3,0.0,205.7
ITEM-00036611,ORD-0011074,PROD-00152,1,0.25,165.98
ITEM-00036612,ORD-0015453,PROD-00059,4,0.25,109.16
ITEM-00036613,ORD-0004019,PROD-00133,5,0.05,164.75
ITEM-00036614,ORD-0019724,PROD-00133,3,0.15,212.18
ITEM-00036615,ORD-0001540,PROD-00182,2,0.3,114.54
ITEM-00036616,ORD-0011951,PROD-00241,3,0.15,81.29
ITEM-00036617,ORD-0010609,PROD-00055,3,0.15,103.44
ITEM-00036618,ORD-0015522,PROD-00001,2,0.2,226.28
ITEM-00036619,ORD-0017931,PROD-00024,5,0.25,79.05
ITEM-00036620,ORD-0004979,PROD-00079,2,0.2,226.39
ITEM-00036621,ORD-0024696,PROD-00247,3,0.3,246.64
ITEM-00036622,ORD-0009524,PROD-00140,2,0.3,144.73
ITEM-00036623,ORD-0010071,PROD-00201,5,0.1,76.15
ITEM-00036624,ORD-0005331,PROD-00104,5,0.1,20.06
ITEM-00036625,ORD-0024189,PROD-00211,4,0.05,244.79
ITEM-00036626,ORD-0024806,PROD-00024,1,0.1,169.08
ITEM-00036627,ORD-0001820,PROD-00250,5,0.3,148.39
ITEM-00036628,ORD-0001514,PROD-00280,4,0.25,31.05
ITEM-00036629,ORD-0006705,PROD-00140,3,0.25,69.42
ITEM-00036630,ORD-0010622,PROD-00147,4,0.1,223.18
ITEM-00036631,ORD-0006253,PROD-00059,4,0.25,73.34
ITEM-00036632,ORD-0013301,PROD-00273,4,0.15,140.98
ITEM-00036633,ORD-0014498,PROD-00204,4,0.1,207.53
ITEM-00036634,ORD-0005579,PROD-00142,5,0.2,221.51
ITEM-00036635,ORD-0001969,PROD-00254,5,0.3,211.45
ITEM-00036636,ORD-0005612,PROD-00092,4,0.05,230.42
ITEM-00036637,ORD-0016074,PROD-00152,5,0.0,100.48
ITEM-00036638,ORD-0011902,PROD-00008,1,0.0,208.74
ITEM-00036639,ORD-0021220,PROD-00155,2,0.25,79.27
ITEM-00036640,ORD-0006154,PROD-00289,4,0.0,108.57
ITEM-00036641,ORD-0016614,PROD-00194,1,0.2,183.86
ITEM-00036642,ORD-0022271,PROD-00289,4,0.0,163.2
ITEM-00036643,ORD-0018627,PROD-00001,4,0.25,42.25
ITEM-00036644,ORD-0020154,PROD-00176,5,0.15,21.04
ITEM-00036645,ORD-0012616,PROD-00232,5,0.2,33.02
ITEM-00036646,ORD-0018444,PROD-00256,2,0.15,73.5
ITEM-00036647,ORD-0005714,PROD-00063,4,0.1,148.39
ITEM-00036648,ORD-0014342,PROD-00215,2,0.3,153.81
ITEM-00036649,ORD-0009218,PROD-00003,3,0.0,150.19
ITEM-00036650,ORD-0010004,PROD-00252,1,0.3,72.91
ITEM-00036651,ORD-0008530,PROD-00030,3,0.3,209.58
ITEM-00036652,ORD-0010379,PROD-00068,4,0.2,184.75
ITEM-00036653,ORD-0003632,PROD-00171,2,0.05,50.14
ITEM-00036654,ORD-0023699,PROD-00041,2,0.15,194.91
ITEM-00036655,ORD-0013178,PROD-00229,5,0.3,14.86
ITEM-00036656,ORD-0005372,PROD-00144,2,0.2,157.61
ITEM-00036657,ORD-0018548,PROD-00105,3,0.2,15.96
ITEM-00036658,ORD-0006912,PROD-00049,4,0.3,187.89
ITEM-00036659,ORD-0009842,PROD-00125,5,0.15,239.91
ITEM-00036660,ORD-0002600,PROD-00199,3,0.25,52.99
ITEM-00036661,ORD-0016360,PROD-00027,4,0.15,101.99
ITEM-00036662,ORD-0021171,PROD-00046,4,0.0,219.25
ITEM-00036663,ORD-0000172,PROD-00224,4,0.25,63.96
ITEM-00036664,ORD-0017292,PROD-00229,1,0.0,218.39
ITEM-00036665,ORD-0008292,PROD-00261,5,0.15,117.9
ITEM-00036666,ORD-0012219,PROD-00109,2,0.2,172.14
ITEM-00036667,ORD-0007682,PROD-00260,4,0.0,194.35
ITEM-00036668,ORD-0010238,PROD-00179,1,0.2,225.15
ITEM-00036669,ORD-0003463,PROD-00230,5,0.2,141.67
ITEM-00036670,ORD-0009053,PROD-00129,5,0.1,51.32
ITEM-00036671,ORD-0013147,PROD-00065,3,0.05,28.97
ITEM-00036672,ORD-0023188,PROD-00197,4,0.2,91.48
ITEM-00036673,ORD-0018725,PROD-00111,3,0.15,49.92
ITEM-00036674,ORD-0006774,PROD-00059,2,0.1,242.77
ITEM-00036675,ORD-0003115,PROD-00112,5,0.05,108.81
ITEM-00036676,ORD-0003725,PROD-00067,5,0.05,123.8
ITEM-00036677,ORD-0000020,PROD-00168,5,0.0,64.78
ITEM-00036678,ORD-0019572,PROD-00007,5,0.25,5.73
ITEM-00036679,ORD-0017486,PROD-00074,3,0.25,66.67
ITEM-00036680,ORD-0021149,PROD-00038,4,-0.7689560487608273,101.05
ITEM-00036681,ORD-0019356,PROD-00228,5,0.1,20.7
ITEM-00036682,ORD-0005468,PROD-00297,3,0.3,11.05
ITEM-00036683,ORD-0018874,PROD-00078,2,0.2,173.92
ITEM-00036684,ORD-0017842,PROD-00164,4,0.2,136.98
ITEM-00036685,ORD-0000073,PROD-00264,3,0.2,131.63
ITEM-00036686,ORD-0000249,PROD-00023,1,0.05,200.01
ITEM-00036687,ORD-0012585,PROD-00127,1,0.3,192.27
ITEM-00036688,ORD-0018661,PROD-00017,2,0.15,220.62
ITEM-00036689,ORD-0001092,PROD-00074,4,0.1,104.97
ITEM-00036690,ORD-0006678,PROD-00097,2,0.1,100.45
ITEM-00036691,ORD-0022556,PROD-00111,5,0.0,58.41
ITEM-00036692,ORD-0017791,PROD-00165,4,0.0,169.13
ITEM-00036693,ORD-0018237,PROD-00096,2,0.2,232.87
ITEM-00036694,ORD-0022504,PROD-00147,5,0.3,50.78
ITEM-00036695,ORD-0016094,PROD-00105,5,0.2,216.91
ITEM-00036696,ORD-0006276,PROD-00269,4,0.3,116.89
ITEM-00036697,ORD-0009449,PROD-00294,2,0.15,6.97
ITEM-00036698,ORD-0016970,PROD-00240,1,0.15,240.18
ITEM-00036699,ORD-0021752,,4,0.25,169.33
ITEM-00036700,ORD-0017194,PROD-00186,2,0.15,138.9
ITEM-00036701,ORD-0004025,PROD-00002,1,0.05,60.16
ITEM-00036702,ORD-0014433,PROD-00021,5,0.25,233.86
ITEM-00036703,ORD-0024797,PROD-00135,4,0.15,49.53
ITEM-00036704,ORD-0007004,PROD-00129,4,0.1,243.77
ITEM-00036705,ORD-0015011,PROD-00089,5,0.0,49.35
ITEM-00036706,ORD-0002624,PROD-00057,3,0.1,46.69
ITEM-00036707,ORD-0011306,PROD-00052,3,0.3,248.34
ITEM-00036708,ORD-0004495,PROD-00122,4,0.05,33.01
ITEM-00036709,ORD-0018483,PROD-00156,4,0.3,103.7
ITEM-00036710,ORD-0004418,PROD-00119,4,0.1,134.53
ITEM-00036711,ORD-0022260,PROD-00159,4,0.25,36.7
ITEM-00036712,ORD-0014109,PROD-00165,2,0.2,204.12
ITEM-00036713,ORD-0002554,PROD-00036,3,0.1,101.71
ITEM-00036714,ORD-0006092,PROD-00109,5,0.1,10.53
ITEM-00036715,ORD-0019776,PROD-00178,2,0.0,49.24
ITEM-00036716,ORD-0020974,PROD-00032,3,0.2,207.85
ITEM-00036717,ORD-0015037,PROD-00054,5,0.3,36.63
ITEM-00036718,ORD-0006042,PROD-00060,1,0.25,17.21
ITEM-00036719,ORD-0020849,PROD-00213,2,0.25,133.65
ITEM-00036720,ORD-0002949,PROD-00282,3,0.1,230.38
ITEM-00036721,ORD-0017642,PROD-00079,4,0.0,108.73
ITEM-00036722,ORD-0017278,PROD-00093,3,0.3,97.44
ITEM-00036723,ORD-0002170,PROD-00179,4,0.0,152.53
ITEM-00036724,ORD-0013287,PROD-00297,1,0.05,114.07
ITEM-00036725,ORD-0012147,PROD-00197,1,0.2,83.65
ITEM-00036726,ORD-0024275,PROD-00189,5,0.1,218.88
ITEM-00036727,ORD-0021798,PROD-00129,3,0.2,218.27
ITEM-00036728,ORD-0001677,PROD-00209,1,0.15,172.14
ITEM-00036729,ORD-0022251,PROD-00188,5,0.0,244.84
ITEM-00036730,ORD-0004642,PROD-00232,4,0.05,172.07
ITEM-00036731,ORD-0022304,PROD-00073,1,0.25,7.05
ITEM-00036732,ORD-0002282,PROD-00110,1,0.0,178.82
ITEM-00036733,ORD-0010447,PROD-00058,5,0.1,248.87
ITEM-00036734,ORD-0001290,PROD-00247,2,0.25,75.08
ITEM-00036735,ORD-0006265,PROD-00198,5,0.1,199.92
ITEM-00036736,ORD-0021364,PROD-00236,2,0.05,222.24
ITEM-00036737,ORD-0007990,PROD-00114,1,0.15,10.09
ITEM-00036738,ORD-0018178,PROD-00263,1,0.1,236.09
ITEM-00036739,ORD-0007774,PROD-00034,5,0.25,65.71
ITEM-00036740,ORD-0016129,PROD-00085,3,0.25,232.25
ITEM-00036741,ORD-0022777,PROD-00187,4,0.1,225.61
ITEM-00036742,ORD-0024120,PROD-00282,1,0.05,152.94
ITEM-00036743,ORD-0021513,PROD-00228,3,0.05,43.26
ITEM-00036744,ORD-0008137,PROD-00243,4,0.1,178.8
ITEM-00036745,ORD-0011525,PROD-00164,2,0.25,173.68
ITEM-00036746,ORD-0001078,PROD-00035,4,0.25,212.83
ITEM-00036747,ORD-0015518,PROD-00142,2,0.1,163.54
ITEM-00036748,ORD-0019750,PROD-00241,2,0.25,226.42
ITEM-00036749,ORD-0003100,PROD-00100,4,0.15,115.12
ITEM-00036750,ORD-0007273,PROD-00224,2,0.25,92.49
ITEM-00036751,ORD-0013940,PROD-00031,2,0.25,243.94
ITEM-00036752,ORD-0016602,PROD-00116,2,0.0,191.8
ITEM-00036753,ORD-0009054,PROD-00152,2,0.2,50.99
ITEM-00036754,ORD-0010638,PROD-00063,1,0.0,197.09
ITEM-00036755,ORD-0008819,PROD-00141,2,0.1,7.59
ITEM-00036756,ORD-0006523,PROD-00062,2,0.05,176.2
ITEM-00036757,ORD-0018541,PROD-00145,5,0.25,57.06
ITEM-00036758,ORD-0009366,PROD-00216,3,0.0,223.7
ITEM-00036759,ORD-0004419,PROD-00239,5,0.25,20.26
ITEM-00036760,ORD-0015097,PROD-00125,4,0.0,91.4
ITEM-00036761,ORD-0016597,PROD-00080,1,0.05,81.69
ITEM-00036762,ORD-0000834,PROD-00107,2,0.05,162.82
ITEM-00036763,ORD-0006661,PROD-00106,3,0.2,98.89
ITEM-00036764,ORD-0002114,PROD-00198,2,0.1,210.05
ITEM-00036765,ORD-0009748,PROD-00017,4,0.1,12.23
ITEM-00036766,ORD-0006410,PROD-00129,5,0.15,40.1
ITEM-00036767,ORD-0010247,PROD-00217,4,0.05,90.5
ITEM-00036768,ORD-0011099,PROD-00013,3,0.25,23.91
ITEM-00036769,ORD-0007077,PROD-00029,3,0.05,58.22
ITEM-00036770,ORD-0008705,PROD-00160,5,0.3,159.88
ITEM-00036771,ORD-0018161,PROD-00182,3,0.15,13.57
ITEM-00036772,ORD-0020593,PROD-00146,5,0.3,56.15
ITEM-00036773,ORD-0003025,PROD-00005,4,0.0,45.59
ITEM-00036774,ORD-0013557,PROD-00125,2,0.15,72.29
ITEM-00036775,ORD-0008585,PROD-00181,5,0.05,28.98
ITEM-00036776,ORD-0018468,PROD-00251,4,0.1,85.22
ITEM-00036777,ORD-0019620,PROD-00100,5,0.1,15.45
ITEM-00036778,ORD-0011476,PROD-00140,3,0.25,225.93
ITEM-00036779,ORD-0000882,PROD-00233,4,0.15,135.48
ITEM-00036780,ORD-0008778,PROD-00034,4,0.05,55.44
ITEM-00036781,ORD-0010474,PROD-00133,5,0.05,227.74
ITEM-00036782,ORD-0012439,PROD-00046,1,0.25,198.9
ITEM-00036783,ORD-0011704,PROD-00080,4,0.0,57.71
ITEM-00036784,ORD-0004709,PROD-00291,4,0.15,86.53
ITEM-00036785,ORD-0000505,PROD-00035,5,0.25,126.83
ITEM-00036786,ORD-0008807,PROD-00129,4,0.25,140.6
ITEM-00036787,ORD-0023190,PROD-00093,2,0.2,156.46
ITEM-00036788,ORD-0008394,PROD-00023,3,0.1,57.13
ITEM-00036789,ORD-0011253,PROD-00270,5,0.25,168.19
ITEM-00036790,ORD-0009798,PROD-00219,4,0.0,249.16
ITEM-00036791,ORD-0012376,PROD-00213,2,0.2,224.32
ITEM-00036792,ORD-0009426,PROD-00158,4,0.05,172.69
ITEM-00036793,ORD-0001729,PROD-00088,2,0.25,151.2
ITEM-00036794,ORD-0000959,PROD-00191,2,0.1,33.81
ITEM-00036795,ORD-0009079,PROD-00152,4,0.05,235.1
ITEM-00036796,ORD-0016333,PROD-00200,3,0.3,162.06
ITEM-00036797,ORD-0004663,PROD-00278,1,0.2,160.95
ITEM-00036798,ORD-0011692,PROD-00089,5,0.05,21.47
ITEM-00036799,ORD-0022151,PROD-00075,2,0.1,96.14
ITEM-00036800,ORD-0022108,PROD-00177,1,0.15,115.39
ITEM-00036801,ORD-0021076,PROD-00183,4,0.2,71.35
ITEM-00036802,ORD-0008860,PROD-00211,3,0.1,179.68
ITEM-00036803,ORD-0007223,PROD-00110,2,0.05,249.84
ITEM-00036804,ORD-0019121,PROD-00142,3,0.2,192.29
ITEM-00036805,ORD-0020909,PROD-00099,5,0.0,78.23
ITEM-00036806,ORD-0008213,PROD-00078,5,0.0,212.53
ITEM-00036807,ORD-0009286,PROD-00222,3,0.05,249.24
ITEM-00036808,ORD-0015457,PROD-00002,2,0.05,233.39
ITEM-00036809,ORD-0002003,PROD-00129,1,0.0,147.14
ITEM-00036810,ORD-0006098,PROD-00033,4,0.15,28.5
ITEM-00036811,ORD-0007056,PROD-00139,2,0.3,113.06
ITEM-00036812,ORD-0015832,PROD-00049,5,0.15,106.71
ITEM-00036813,ORD-0011411,PROD-00177,3,0.05,121.84
ITEM-00036814,ORD-0002894,PROD-00227,1,0.1,79.14
ITEM-00036815,ORD-0011756,PROD-00300,2,0.15,212.42
ITEM-00036816,ORD-0008862,PROD-00258,2,0.25,59.27
ITEM-00036817,ORD-0008262,PROD-00070,5,0.3,180.09
ITEM-00036818,ORD-0022259,PROD-00274,2,0.15,29.53
ITEM-00036819,ORD-0005218,PROD-00163,1,0.05,153.65
ITEM-00036820,ORD-0011779,PROD-00021,5,0.25,175.36
ITEM-00036821,ORD-0007919,PROD-00084,3,0.2,58.7
ITEM-00036822,ORD-0022336,PROD-00242,4,0.1,238.41
ITEM-00036823,ORD-0002495,PROD-00229,3,0.1,247.69
ITEM-00036824,ORD-0005415,PROD-00279,5,0.3,89.11
ITEM-00036825,ORD-0023818,PROD-00035,1,0.2,199.74
ITEM-00036826,ORD-0009483,PROD-00248,4,0.2,203.34
ITEM-00036827,ORD-0017078,PROD-00166,2,0.2,62.59
ITEM-00036828,ORD-0013560,PROD-00180,1,0.0,128.09
ITEM-00036829,ORD-0001197,PROD-00201,3,0.3,8.06
ITEM-00036830,ORD-0001635,PROD-00168,5,0.25,240.49
ITEM-00036831,ORD-0018244,PROD-00135,4,0.3,139.6
ITEM-00036832,ORD-0021110,PROD-00176,3,0.0,191.11
ITEM-00036833,ORD-0002733,PROD-00206,5,0.15,154.57
ITEM-00036834,ORD-0009670,PROD-00004,3,0.3,246.56
ITEM-00036835,ORD-0018316,PROD-00139,3,0.25,240.63
ITEM-00036836,ORD-0018821,PROD-00056,4,0.05,19.98
ITEM-00036837,ORD-0003321,PROD-00006,4,0.05,159.77
ITEM-00036838,ORD-0010688,PROD-00300,5,0.25,151.68
ITEM-00036839,ORD-0017867,PROD-00283,2,0.25,101.39
ITEM-00036840,ORD-0005662,PROD-00049,5,0.2,62.97
ITEM-00036841,ORD-0000614,PROD-00123,1,0.15,167.57
ITEM-00036842,ORD-0008427,PROD-00049,1,0.25,166.3
ITEM-00036843,ORD-0013897,PROD-00083,2,0.3,77.4
ITEM-00036844,ORD-0001381,PROD-00090,4,0.2,216.0
ITEM-00036845,ORD-0008057,PROD-00173,3,0.0,44.71
ITEM-00036846,ORD-0017155,PROD-00207,4,0.05,59.59
ITEM-00036847,ORD-0019572,PROD-00051,3,0.15,22.66
ITEM-00036848,ORD-0001133,PROD-00138,1,0.15,90.77
ITEM-00036849,ORD-0017710,PROD-00279,2,0.1,216.89
ITEM-00036850,ORD-0020761,PROD-00086,5,0.05,67.86
ITEM-00036851,ORD-0016966,PROD-00010,1,0.0,58.76
ITEM-00036852,ORD-0014854,PROD-00016,4,0.1,182.58
ITEM-00036853,ORD-0008289,PROD-00061,5,0.0,105.16
ITEM-00036854,ORD-0013134,PROD-00224,4,0.3,197.27
ITEM-00036855,ORD-0012422,PROD-00233,3,0.0,175.01
ITEM-00036856,ORD-0023919,PROD-00252,5,0.1,155.9
ITEM-00036857,ORD-0010536,PROD-00079,1,0.1,191.94
ITEM-00036858,ORD-0010594,PROD-00166,2,0.25,6.63
ITEM-00036859,ORD-0008885,PROD-00148,5,0.15,157.49
ITEM-00036860,ORD-0008704,PROD-00182,5,0.3,124.14
ITEM-00036861,ORD-0003214,PROD-00106,1,0.05,48.32
ITEM-00036862,ORD-0001960,PROD-00007,1,0.3,68.62
ITEM-00036863,ORD-0018867,PROD-00161,4,0.3,236.74
ITEM-00036864,ORD-0002932,PROD-00077,5,0.0,133.47
ITEM-00036865,ORD-0016565,PROD-00057,2,0.0,11.9
ITEM-00036866,ORD-0010924,PROD-00238,2,0.3,212.01
ITEM-00036867,ORD-0023203,PROD-00288,1,0.2,111.53
ITEM-00036868,ORD-0007788,PROD-00085,2,0.25,142.41
ITEM-00036869,ORD-0005598,PROD-00008,5,0.1,62.5
ITEM-00036870,ORD-0015693,PROD-00094,2,0.0,23.73
ITEM-00036871,ORD-0005830,PROD-00291,1,0.3,89.33
ITEM-00036872,ORD-0011236,PROD-00199,4,0.2,196.23
ITEM-00036873,ORD-0011608,PROD-00025,2,0.1,196.68
ITEM-00036874,ORD-0023960,PROD-00092,3,0.15,183.92
ITEM-00036875,ORD-0011226,PROD-00225,5,0.25,235.72
ITEM-00036876,ORD-0001599,PROD-00209,4,0.2,126.75
ITEM-00036877,ORD-0004242,PROD-00101,3,0.0,48.17
ITEM-00036878,ORD-0001641,PROD-00128,2,0.25,246.51
ITEM-00036879,ORD-0008657,PROD-00180,1,0.3,63.52
ITEM-00036880,ORD-0010329,PROD-00036,5,0.0,93.09
ITEM-00036881,ORD-0009851,PROD-00288,2,0.05,203.9
ITEM-00036882,ORD-0017349,PROD-00017,3,0.15,138.5
ITEM-00036883,ORD-0003036,PROD-00260,4,0.1,104.64
ITEM-00036884,ORD-0002999,PROD-00174,1,0.05,42.58
ITEM-00036885,ORD-0004310,PROD-00034,3,0.1,128.62
ITEM-00036886,ORD-0020110,PROD-00157,2,0.3,227.79
ITEM-00036887,ORD-0000800,PROD-00156,5,0.3,64.19
ITEM-00036888,ORD-0018806,PROD-00116,1,0.1,192.33
ITEM-00036889,ORD-0022011,PROD-00283,1,0.1,163.97
ITEM-00036890,ORD-0023142,PROD-00170,5,0.05,69.56
ITEM-00036891,ORD-0023695,PROD-00251,3,0.25,143.81
ITEM-00036892,ORD-0001694,PROD-00164,2,0.1,10.27
ITEM-00036893,ORD-0010064,PROD-00097,4,0.1,145.66
ITEM-00036894,ORD-0003841,PROD-00023,4,0.3,204.6
ITEM-00036895,ORD-0012762,PROD-00031,1,0.15,17.2
ITEM-00036896,ORD-0021774,PROD-00052,3,0.0,106.29
ITEM-00036897,ORD-0000838,PROD-00130,5,0.1,97.9
ITEM-00036898,ORD-0010783,PROD-00090,3,0.3,15.59
ITEM-00036899,ORD-0018959,PROD-00108,4,0.25,62.32
ITEM-00036900,ORD-0022574,PROD-00220,1,0.2,180.49
ITEM-00036901,ORD-0018007,PROD-00082,1,0.05,156.58
ITEM-00036902,ORD-0003696,PROD-00161,4,0.15,56.73
ITEM-00036903,ORD-0015921,PROD-00241,5,0.1,206.5
ITEM-00036904,ORD-0015357,PROD-00266,2,0.3,228.38
ITEM-00036905,ORD-0008518,PROD-00263,1,0.0,114.61
ITEM-00036906,ORD-0015252,PROD-00165,2,0.1,36.32
ITEM-00036907,ORD-0024155,PROD-00270,2,0.05,207.88
ITEM-00036908,ORD-0018242,PROD-00053,3,0.05,246.52
ITEM-00036909,ORD-0008320,PROD-00046,1,0.25,200.53
ITEM-00036910,ORD-0006262,PROD-00178,1,0.2,13.66
ITEM-00036911,ORD-0021636,PROD-00042,2,0.25,241.82
ITEM-00036912,ORD-0023864,PROD-00137,4,0.25,12.58
ITEM-00036913,ORD-0005428,PROD-00143,5,0.25,135.45
ITEM-00036914,ORD-0000953,PROD-00191,5,0.1,48.43
ITEM-00036915,ORD-0015287,PROD-00166,3,0.25,19.32
ITEM-00036916,ORD-0008841,PROD-00238,3,0.05,41.31
ITEM-00036917,ORD-0002789,PROD-00137,1,0.05,211.67
ITEM-00036918,ORD-0007698,PROD-00224,5,0.0,55.94
ITEM-00036919,ORD-0014776,PROD-00174,3,0.25,34.69
ITEM-00036920,ORD-0014813,PROD-00217,1,0.05,207.67
ITEM-00036921,ORD-0020051,PROD-00045,3,0.3,56.81
ITEM-00036922,ORD-0000050,PROD-00041,1,0.3,49.76
ITEM-00036923,ORD-0011902,PROD-00210,4,0.0,24.28
ITEM-00036924,ORD-0016546,PROD-00285,3,0.05,61.03
ITEM-00036925,ORD-0024184,PROD-00022,4,0.25,234.97
ITEM-00036926,ORD-0022860,PROD-00136,1,0.3,85.96
ITEM-00036927,ORD-0024835,PROD-00268,4,0.3,169.68
ITEM-00036928,ORD-0012790,PROD-00029,2,0.15,19.96
ITEM-00036929,ORD-0013472,PROD-00183,4,0.3,248.25
ITEM-00036930,ORD-0018216,PROD-00164,5,0.15,216.22
ITEM-00036931,ORD-0024430,PROD-00152,1,0.2,26.25
ITEM-00036932,ORD-0016588,PROD-00201,5,0.05,231.5
ITEM-00036933,ORD-0003929,PROD-00192,5,0.0,57.15
ITEM-00036934,ORD-0012852,PROD-00188,2,0.2,204.22
ITEM-00036935,ORD-0005131,PROD-00120,5,0.1,55.85
ITEM-00036936,ORD-0000774,PROD-00290,4,0.05,211.91
ITEM-00036937,ORD-0022162,PROD-00094,3,0.3,24.5
ITEM-00036938,ORD-0008494,PROD-00147,3,0.3,129.92
ITEM-00036939,ORD-0007333,PROD-00268,2,0.25,157.65
ITEM-00036940,ORD-0011866,PROD-00133,1,0.25,93.05
ITEM-00036941,ORD-0024807,PROD-00288,1,0.25,219.92
ITEM-00036942,ORD-0001967,PROD-00056,5,0.25,131.67
ITEM-00036943,ORD-0009117,PROD-00114,2,0.05,73.57
ITEM-00036944,ORD-0007295,PROD-00201,2,0.3,217.49
ITEM-00036945,ORD-0019755,PROD-00175,4,0.1,198.36
ITEM-00036946,ORD-0000471,PROD-00173,3,0.05,71.29
ITEM-00036947,ORD-0001045,PROD-00231,1,0.2,180.62
ITEM-00036948,ORD-0005270,PROD-00220,1,0.0,108.2
ITEM-00036949,ORD-0021146,PROD-00251,3,0.0,183.93
ITEM-00036950,ORD-0015472,PROD-00296,1,0.0,135.82
ITEM-00036951,ORD-0010267,PROD-00289,5,0.15,124.72
ITEM-00036952,ORD-0013448,PROD-00144,4,0.25,44.15
ITEM-00036953,ORD-0008787,PROD-00208,4,0.0,15.81
ITEM-00036954,ORD-0005445,PROD-00099,3,0.2,133.28
ITEM-00036955,ORD-0006883,PROD-00102,2,0.05,242.3
ITEM-00036956,ORD-0021867,PROD-00144,5,0.05,174.24
ITEM-00036957,ORD-0000637,PROD-00172,4,0.05,173.61
ITEM-00036958,ORD-0024588,PROD-00266,4,0.0,170.03
ITEM-00036959,ORD-0014779,PROD-00069,2,0.2,139.46
ITEM-00036960,ORD-0008094,PROD-00017,1,0.05,47.95
ITEM-00036961,ORD-0014154,PROD-00215,4,0.15,11.9
ITEM-00036962,ORD-0004044,PROD-00240,3,0.25,193.02
ITEM-00036963,ORD-0016333,PROD-00148,5,0.2,201.16
ITEM-00036964,ORD-0011041,PROD-00246,5,0.1,248.03
ITEM-00036965,ORD-0021494,PROD-00054,5,0.0,106.8
ITEM-00036966,ORD-0019816,PROD-00298,1,0.25,72.69
ITEM-00036967,ORD-0024657,PROD-00144,5,0.05,249.67
ITEM-00036968,ORD-0015407,PROD-00074,3,0.0,150.45
ITEM-00036969,ORD-0022149,PROD-00287,1,0.0,247.17
ITEM-00036970,ORD-0002899,PROD-00192,3,0.3,57.37
ITEM-00036971,ORD-0022732,PROD-00205,5,0.05,171.17
ITEM-00036972,ORD-0010952,PROD-00101,3,0.05,178.23
ITEM-00036973,ORD-0019782,PROD-00224,4,0.3,123.99
ITEM-00036974,ORD-0008200,PROD-00050,1,0.1,124.31
ITEM-00036975,ORD-0007139,PROD-00235,2,0.25,49.57
ITEM-00036976,ORD-0016327,PROD-00293,2,0.1,121.1
ITEM-00036977,ORD-0022082,PROD-00014,2,0.0,108.94
ITEM-00036978,ORD-0007020,PROD-00011,2,0.3,188.76
ITEM-00036979,ORD-0012207,PROD-00182,3,0.1,159.36
ITEM-00036980,ORD-0007032,PROD-00144,4,0.2,94.71
ITEM-00036981,ORD-0021868,PROD-00053,4,0.15,10.25
ITEM-00036982,ORD-0005865,PROD-00161,3,0.15,224.67
ITEM-00036983,ORD-0000899,PROD-00181,4,0.3,204.33
ITEM-00036984,ORD-0007314,PROD-00248,2,0.25,193.07
ITEM-00036985,ORD-0003818,PROD-00162,5,0.0,130.87
ITEM-00036986,ORD-0015651,PROD-00033,2,0.25,204.59
ITEM-00036987,ORD-0021862,PROD-00207,3,0.15,60.05
ITEM-00036988,ORD-0017478,PROD-00272,2,0.15,166.02
ITEM-00036989,ORD-0008125,PROD-00197,2,0.3,230.94
ITEM-00036990,ORD-0006901,PROD-00050,5,0.0,148.18
ITEM-00036991,ORD-0011879,PROD-00023,1,0.2,173.58
ITEM-00036992,,PROD-00294,4,0.3,149.5
ITEM-00036993,ORD-0021965,PROD-00080,2,0.15,88.03
ITEM-00036994,ORD-0019925,PROD-00091,4,0.15,202.51
ITEM-00036995,ORD-0018913,PROD-00077,2,0.1,163.17
ITEM-00036996,ORD-0023896,PROD-00108,4,0.3,190.37
ITEM-00036997,ORD-0012471,PROD-00112,5,0.15,231.04
ITEM-00036998,ORD-0007047,PROD-00071,1,0.3,98.34
ITEM-00036999,ORD-0001808,PROD-00074,1,0.2,178.09
ITEM-00037000,ORD-0013413,PROD-00256,1,0.15,233.69
ITEM-00037001,ORD-0023297,PROD-00096,3,0.2,56.27
ITEM-00037002,ORD-0019440,PROD-00181,2,0.25,30.65
ITEM-00037003,ORD-0012667,PROD-00296,2,0.1,98.99
ITEM-00037004,ORD-0004302,PROD-00026,3,0.0,158.86
ITEM-00037005,ORD-0019759,PROD-00070,5,0.15,169.76
ITEM-00037006,ORD-0011367,PROD-00159,2,0.3,132.09
ITEM-00037007,ORD-0018376,PROD-00269,3,0.25,145.46
