return_id,item_id,order_id,return_date,reason,refund_amount
RET-003192,ITEM-00061774,ORD-0021929,2023-09-06,Wrong Item,586.41
RET-003193,ITEM-00050018,ORD-0000543,2023-12-03,Not as Described,283.55
RET-003194,ITEM-00033247,ORD-0012970,,Wrong Item,230.16
RET-003195,ITEM-00035811,ORD-0005803,2022-04-11,Not as Described,485.76
RET-003196,ITEM-00003876,ORD-0023183,2024-05-06,Not as Described,589.45
RET-003197,ITEM-00044688,ORD-0016456,,Changed Mind,177.7
RET-003198,ITEM-00051784,ORD-0013437,,Changed Mind,292.4
RET-003199,ITEM-00009989,ORD-0008228,2023-02-12,Late Delivery,880.45
RET-003200,ITEM-00001133,ORD-0019586,,Changed Mind,158.22
RET-003201,ITEM-00035361,ORD-0014422,,Changed Mind,101.73
RET-003202,ITEM-00065948,ORD-0001499,,Damaged,90.9
RET-003203,ITEM-00012874,ORD-0016402,,Changed Mind,204.18
RET-003204,ITEM-00024078,ORD-0001891,,Changed Mind,57.24
RET-003205,ITEM-00067084,ORD-0019434,,Changed Mind,1198.3
RET-003206,ITEM-00036478,ORD-0012540,2022-02-05,Not as Described,757.1
RET-003207,ITEM-00045171,ORD-0001354,,Wrong Item,243.82
RET-003208,ITEM-00058926,ORD-0018415,,Damaged,296.86
RET-003209,ITEM-00040811,ORD-0022153,2023-09-03,Late Delivery,167.56
RET-003210,ITEM-00063783,ORD-0016538,2023-03-03,Late Delivery,805.04
RET-003211,ITEM-00048045,ORD-0009987,,Wrong Item,1210.35
RET-003212,ITEM-00018725,ORD-0018582,,Wrong Item,262.68
RET-003213,ITEM-00011287,ORD-0012973,,Not as Described,232.59
RET-003214,ITEM-00069453,ORD-0014827,,Wrong Item,247.88
RET-003215,ITEM-00033840,ORD-0014433,2023-05-03,Changed Mind,979.56
RET-003216,ITEM-00035379,ORD-0008723,2023-04-04,Late Delivery,731.64
RET-003217,ITEM-00013322,ORD-0018038,,Wrong Item,825.68
RET-003218,ITEM-00019708,ORD-0020119,2023-10-03,Damaged,168.12
RET-003219,ITEM-00050115,ORD-0008466,,Unknown,468.63
RET-003220,ITEM-00047148,ORD-0004030,,Not as Described,246.78
RET-003221,ITEM-00022502,ORD-0012092,,Not as Described,119.16
RET-003222,ITEM-00042907,ORD-0012720,,Late Delivery,10.7
RET-003223,ITEM-00015606,ORD-0001099,,Changed Mind,136.04
RET-003224,ITEM-00037892,ORD-0011826,2022-03-12,Wrong Item,9.75
RET-003225,ITEM-00047209,ORD-0019103,2022-01-08,Changed Mind,903.1
RET-003226,ITEM-00052439,ORD-0010228,,Not as Described,33.37
RET-003227,ITEM-00069098,ORD-0017926,,Damaged,132.62
RET-003228,ITEM-00030019,ORD-0007478,,Late Delivery,48.36
RET-003229,ITEM-00068932,ORD-0008169,,Damaged,80.24
RET-003230,ITEM-00037803,ORD-0001252,,Wrong Item,590.64
RET-003231,ITEM-00058982,ORD-0016081,,Late Delivery,436.22
RET-003232,ITEM-00068190,ORD-0008302,,Not as Described,171.0
RET-003233,ITEM-00035947,ORD-0007023,,Changed Mind,170.08
RET-003234,ITEM-00069909,ORD-0002389,,Changed Mind,912.05
RET-003235,ITEM-00052578,ORD-0021205,,Wrong Item,104.0
RET-003236,ITEM-00040111,ORD-0010337,2024-07-02,Not as Described,439.84
RET-003237,ITEM-00051174,ORD-0013267,2024-11-12,Wrong Item,21.7
RET-003238,ITEM-00068470,ORD-0022768,,Not as Described,418.18
RET-003239,ITEM-00032207,ORD-0019200,,Damaged,23.48
RET-003240,ITEM-00029745,ORD-0008280,2024-12-10,Changed Mind,64.94
RET-003241,ITEM-00008406,ORD-0023073,,Damaged,629.22
RET-003242,ITEM-00015558,ORD-0009818,,Damaged,778.7
RET-003243,ITEM-00018791,ORD-0019359,2023-02-10,Not as Described,86.04
RET-003244,ITEM-00052786,ORD-0000282,2024-10-07,Late Delivery,721.28
RET-003245,ITEM-00047792,ORD-0003759,,Wrong Item,883.96
RET-003246,ITEM-00020926,ORD-0003868,2023-02-08,Not as Described,78.44
RET-003247,ITEM-00006492,ORD-0001746,2022-04-10,Not as Described,522.32
RET-003248,ITEM-00068550,ORD-0022231,,Damaged,326.64
RET-003249,ITEM-00065204,ORD-0000582,,Late Delivery,911.35
RET-003250,ITEM-00010350,ORD-0018382,,Damaged,1011.05
RET-003251,ITEM-00068617,ORD-0002658,,Changed Mind,438.93
RET-003252,ITEM-00007797,ORD-0011959,2024-06-10,Not as Described,446.98
RET-003253,ITEM-00056694,ORD-0005403,,Wrong Item,68.68
RET-003254,ITEM-00019454,ORD-0016996,,Changed Mind,367.17
RET-003255,ITEM-00017752,ORD-0004438,,Late Delivery,407.35
RET-003256,ITEM-00029926,ORD-0010345,2022-08-12,Not as Described,425.44
RET-003257,ITEM-00040555,ORD-0007141,,Wrong Item,77.94
RET-003258,ITEM-00022460,ORD-0024424,,Damaged,60.05
RET-003259,ITEM-00004652,ORD-0019604,,Damaged,209.75
RET-003260,ITEM-00049009,ORD-0024147,,Changed Mind,855.5
RET-003261,ITEM-00043388,ORD-0002580,,Wrong Item,217.44
RET-003262,ITEM-00043407,ORD-0011944,,Late Delivery,232.44
RET-003263,ITEM-00058192,ORD-0001180,,Not as Described,73.03
RET-003264,ITEM-00018587,ORD-0009802,,Changed Mind,67.2
RET-003265,ITEM-00054959,ORD-0008629,,Damaged,952.45
RET-003266,ITEM-00047916,ORD-0023113,2024-02-07,Wrong Item,702.16
RET-003267,ITEM-00021456,ORD-0013790,,Not as Described,19.78
RET-003268,ITEM-00056153,ORD-0015436,,Late Delivery,155.82
RET-003269,ITEM-00012486,ORD-0010080,2023-10-02,Not as Described,126.04
RET-003270,ITEM-00028428,ORD-0023704,2022-04-05,Not as Described,226.09
RET-003271,ITEM-00025112,ORD-0004983,,Late Delivery,806.96
RET-003272,ITEM-00045184,ORD-0009520,,Late Delivery,612.85
RET-003273,ITEM-00066480,ORD-0008894,,Late Delivery,76.22
RET-003274,ITEM-00043762,ORD-0000006,,Wrong Item,554.88
RET-003275,ITEM-00063152,ORD-0001999,2023-01-09,Damaged,80.61
RET-003276,ITEM-00012246,ORD-0009310,,Changed Mind,1064.3
RET-003277,ITEM-00042122,ORD-0011382,,Late Delivery,281.76
RET-003278,ITEM-00011550,ORD-0015717,,Changed Mind,847.36
RET-003279,ITEM-00014852,ORD-0003682,2022-09-12,Wrong Item,164.79
RET-003280,ITEM-00043584,ORD-0023713,2024-11-03,Not as Described,117.84
RET-003281,ITEM-00037662,ORD-0006933,,Damaged,28.68
RET-003282,ITEM-00038061,ORD-0013280,,Changed Mind,719.9
RET-003283,ITEM-00007822,ORD-0022683,,Damaged,350.54
RET-003284,ITEM-00037442,ORD-0017027,,Changed Mind,240.24
RET-003285,ITEM-00067947,ORD-0017553,2024-10-08,Changed Mind,21.96
RET-003286,ITEM-00059192,ORD-0010098,,Late Delivery,434.06
RET-003287,ITEM-00040355,ORD-0020462,2022-05-08,Changed Mind,768.84
RET-003288,ITEM-00025703,ORD-0016447,2024-01-07,Changed Mind,1114.55
RET-003289,ITEM-00036940,ORD-0011866,2024-09-03,Damaged,93.05
RET-003290,ITEM-00049778,ORD-0011090,,Changed Mind,735.39
RET-003291,ITEM-00006527,ORD-0021012,2023-11-03,Not as Described,86.42
RET-003292,ITEM-00049201,ORD-0023692,,Damaged,914.55
RET-003293,ITEM-00005053,ORD-0024511,,Wrong Item,248.36
RET-003294,ITEM-00068302,ORD-0017922,,Not as Described,113.32
RET-003295,ITEM-00025706,ORD-0012989,2023-08-09,Damaged,46.12
RET-003296,ITEM-00021756,ORD-0009457,2023-03-05,Damaged,255.14
RET-003297,ITEM-00032505,ORD-0021047,2023-06-10,Wrong Item,1146.8
RET-003298,ITEM-00035264,ORD-0018967,2022-05-09,Wrong Item,272.56
RET-003299,ITEM-00052344,ORD-0024013,,Late Delivery,280.78
RET-003300,ITEM-00002757,ORD-0015489,,Not as Described,489.4
RET-003301,ITEM-00055515,ORD-0013849,,Damaged,313.4
RET-003302,ITEM-00058031,ORD-0015123,,Unknown,44.5
RET-003303,ITEM-00035868,ORD-0005613,,Wrong Item,224.19
RET-003304,ITEM-00020285,ORD-0007206,2023-08-05,Late Delivery,561.75
RET-003305,ITEM-00019640,ORD-0024636,,Changed Mind,348.1
RET-003306,ITEM-00012667,ORD-0001760,,Wrong Item,190.9
RET-003307,ITEM-00003118,ORD-0010921,,Changed Mind,647.75
RET-003308,ITEM-00048798,ORD-0008190,,Wrong Item,368.91
RET-003309,ITEM-00015810,ORD-0012156,,Not as Described,15.49
RET-003310,ITEM-00022646,ORD-0004725,,Late Delivery,25.3
RET-003311,ITEM-00022937,ORD-0022770,2023-09-09,Late Delivery,636.92
RET-003312,ITEM-00035091,ORD-0001731,,Not as Described,296.85
RET-003313,ITEM-00033612,ORD-0009449,,Not as Described,675.84
RET-003314,ITEM-00051564,ORD-0002052,2024-10-06,Not as Described,923.52
RET-003315,ITEM-00061835,ORD-0004722,,Not as Described,775.5
RET-003316,ITEM-00044913,ORD-0024675,2022-12-08,Late Delivery,90.16
RET-003317,ITEM-00038250,ORD-0018277,,Damaged,597.42
RET-003318,ITEM-00036614,ORD-0019724,2023-02-03,Damaged,636.54
RET-003319,ITEM-00063860,ORD-0019356,2024-06-10,Wrong Item,958.2
RET-003320,ITEM-00060856,ORD-0016599,2022-11-09,Unknown,130.39
RET-003321,ITEM-00066824,ORD-0014610,,Changed Mind,557.82
RET-003322,ITEM-00039610,ORD-0001207,2023-12-04,Late Delivery,873.44
RET-003323,ITEM-00044015,ORD-0011103,2023-12-04,Wrong Item,31.05
RET-003324,ITEM-00010384,ORD-0009028,,Changed Mind,167.74
RET-003325,ITEM-00033605,ORD-0008021,,Late Delivery,249.2
RET-003326,ITEM-00008824,ORD-0022476,,Wrong Item,845.72
RET-003327,ITEM-00045089,ORD-0002704,2022-03-06,Late Delivery,192.12
RET-003328,ITEM-00025063,ORD-0014429,,Late Delivery,72.12
RET-003329,ITEM-00032061,ORD-0007608,2023-11-07,Not as Described,60.8
RET-003330,ITEM-00034392,ORD-0011520,,Wrong Item,682.08
RET-003331,ITEM-00054084,ORD-0009360,,Damaged,177.81
RET-003332,ITEM-00022538,ORD-0014753,,Damaged,48.22
RET-003333,ITEM-00052200,ORD-0011515,2023-04-03,Changed Mind,379.56
RET-003334,ITEM-00052935,ORD-0005249,2022-11-10,Late Delivery,65.55
RET-003335,ITEM-00039722,ORD-0014303,2024-07-05,Wrong Item,525.12
RET-003336,ITEM-00020665,ORD-0005231,2023-11-06,Damaged,24.9
RET-003337,ITEM-00066446,ORD-0007872,2022-08-08,Wrong Item,233.69
RET-003338,ITEM-00060994,ORD-0013933,,Damaged,247.35
RET-003339,ITEM-00064333,ORD-0020425,2022-01-03,Not as Described,112.72
RET-003340,ITEM-00039210,ORD-0018938,2023-11-03,Late Delivery,710.96
RET-003341,ITEM-00061367,ORD-0006992,2022-11-09,Wrong Item,425.85
RET-003342,ITEM-00057383,ORD-0017618,2023-07-01,Wrong Item,12.36
RET-003343,ITEM-00011780,ORD-0012401,,Wrong Item,257.38
RET-003344,ITEM-00039078,ORD-0007818,,Damaged,66.6
RET-003345,ITEM-00025963,ORD-0000631,2022-04-04,Changed Mind,660.75
RET-003346,ITEM-00019880,ORD-0015397,,Not as Described,84.54
RET-003347,ITEM-00061285,ORD-0003271,,Late Delivery,261.4
RET-003348,ITEM-00008186,ORD-0004298,2022-09-11,Late Delivery,221.19
RET-003349,ITEM-00050141,ORD-0021500,,Not as Described,617.92
RET-003350,ITEM-00051674,ORD-0009752,2024-09-10,Changed Mind,80.46
RET-003351,ITEM-00027760,ORD-0013662,,Wrong Item,301.38
RET-003352,ITEM-00028434,ORD-0005669,,Wrong Item,458.0
RET-003353,ITEM-00023558,ORD-0014149,2023-08-08,Damaged,108.61
RET-003354,ITEM-00000388,ORD-0017843,,Changed Mind,70.44
RET-003355,ITEM-00004720,ORD-0012892,,Changed Mind,515.36
RET-003356,ITEM-00068602,ORD-0024743,,Changed Mind,204.94
RET-003357,ITEM-00027025,ORD-0015547,,Late Delivery,208.3
RET-003358,ITEM-00022344,ORD-0000372,2024-07-09,Damaged,440.28
RET-003359,ITEM-00020477,ORD-0007940,,Damaged,663.15
RET-003360,ITEM-00044286,ORD-0005211,,Changed Mind,60.95
RET-003361,ITEM-00003142,ORD-0014091,2023-08-07,Not as Described,398.48
RET-003362,ITEM-00066693,ORD-0006587,,Damaged,638.25
RET-003363,ITEM-00008553,ORD-0022768,,Late Delivery,446.74
RET-003364,ITEM-00066019,ORD-0014573,,Not as Described,114.65
RET-003365,ITEM-00020161,ORD-0023290,2024-10-07,Late Delivery,581.67
RET-003366,ITEM-00021160,ORD-0004927,2024-03-04,Not as Described,722.25
RET-003367,ITEM-00043880,ORD-0000340,,Damaged,334.88
RET-003368,ITEM-00047739,ORD-0023724,,Wrong Item,279.38
RET-003369,ITEM-00014978,ORD-0014819,2024-03-11,Late Delivery,713.88
RET-003370,ITEM-00065288,ORD-0008416,,Damaged,150.77
RET-003371,ITEM-00049296,ORD-0019065,,Damaged,543.63
RET-003372,ITEM-00022728,ORD-0021199,,Not as Described,19.83
RET-003373,ITEM-00003815,ORD-0021545,,Late Delivery,740.05
RET-003374,ITEM-00017089,ORD-0016001,,Not as Described,210.8
RET-003375,ITEM-00008811,ORD-0016707,2022-06-06,Changed Mind,562.1
RET-003376,ITEM-00066410,ORD-0018987,2022-09-04,Damaged,352.05
RET-003377,ITEM-00042025,ORD-0018708,2022-12-03,Damaged,585.96
RET-003378,ITEM-00031974,ORD-0005383,2024-08-12,Wrong Item,618.8
RET-003379,ITEM-00023902,ORD-0005153,,Changed Mind,244.94
RET-003380,ITEM-00023257,ORD-0017256,2022-06-04,Late Delivery,1229.95
RET-003381,ITEM-00031365,ORD-0015194,,Changed Mind,402.27
RET-003382,ITEM-00016522,ORD-0024592,2024-12-07,Changed Mind,561.39
RET-003383,ITEM-00060864,ORD-0011653,2023-01-10,Not as Described,954.4
RET-003384,ITEM-00048713,ORD-0022466,,Changed Mind,491.2
RET-003385,ITEM-00007921,ORD-0024230,2024-12-06,Wrong Item,566.44
RET-003386,ITEM-00061191,ORD-0015639,2024-08-03,Not as Described,970.48
RET-003387,ITEM-00005660,ORD-0014379,,Not as Described,957.3
RET-003388,ITEM-00056388,ORD-0024522,,Late Delivery,569.96
RET-003389,ITEM-00008026,ORD-0004644,2023-05-04,Changed Mind,309.22
RET-003390,ITEM-00027091,ORD-0008055,,Not as Described,66.27
RET-003391,ITEM-00046778,ORD-0006240,,Wrong Item,658.7
RET-003392,ITEM-00018506,ORD-0014857,,Changed Mind,567.45
RET-003393,ITEM-00006137,ORD-0005562,2023-11-03,Damaged,154.36
RET-003394,ITEM-00033211,ORD-0017995,2022-08-09,Not as Described,814.4
RET-003395,ITEM-00030173,ORD-0015452,,Late Delivery,812.7
RET-003396,ITEM-00032851,ORD-0001522,,Damaged,158.44
RET-003397,ITEM-00043097,ORD-0005341,,Changed Mind,122.58
RET-003398,ITEM-00045325,ORD-0020555,2023-08-06,Damaged,206.13
RET-003399,ITEM-00030953,ORD-0008365,,Not as Described,91.2
RET-003400,ITEM-00053229,ORD-0022023,,Damaged,89.0
RET-003401,ITEM-00042642,ORD-0015505,,Not as Described,431.4
RET-003402,ITEM-00030555,ORD-0018150,2022-07-09,Changed Mind,372.6
RET-003403,ITEM-00052460,ORD-0016259,,Changed Mind,647.2
RET-003404,ITEM-00025681,ORD-0000051,2022-04-12,Late Delivery,363.96
RET-003405,ITEM-00020932,ORD-0003966,,Changed Mind,513.0
RET-003406,ITEM-00037938,ORD-0006419,2022-11-11,Damaged,259.98
RET-003407,ITEM-00057127,ORD-0011288,,Late Delivery,16.28
RET-003408,ITEM-00054201,ORD-0012656,,Damaged,926.08
RET-003409,ITEM-00052841,ORD-0000164,,Not as Described,819.64
RET-003410,ITEM-00039142,ORD-0012615,,Late Delivery,753.04
RET-003411,ITEM-00069276,ORD-0023377,,Late Delivery,165.79
RET-003412,ITEM-00048412,ORD-0011724,2023-09-04,Damaged,358.34
RET-003413,ITEM-00000222,ORD-0024387,2022-02-09,Not as Described,688.75
RET-003414,ITEM-00023484,ORD-0008620,,Late Delivery,61.65
RET-003415,ITEM-00058794,ORD-0016679,2024-04-08,Changed Mind,67.43
RET-003416,ITEM-00046866,ORD-0013511,,Late Delivery,238.92
RET-003417,ITEM-00013192,ORD-0022613,,Not as Described,648.24
RET-003418,ITEM-00005822,ORD-0015652,,Not as Described,378.62
RET-003419,ITEM-00065840,ORD-0002514,,Damaged,695.16
RET-003420,ITEM-00038057,ORD-0003830,,Late Delivery,238.83
RET-003421,ITEM-00016645,ORD-0009464,,Wrong Item,1190.5
RET-003422,ITEM-00017983,ORD-0008831,2023-05-12,Changed Mind,444.92
RET-003423,ITEM-00003248,ORD-0023866,2022-10-05,Changed Mind,465.82
RET-003424,ITEM-00038743,ORD-0022885,,Unknown,877.64
RET-003425,ITEM-00049438,ORD-0002496,,Wrong Item,111.81
RET-003426,ITEM-00061983,ORD-0016874,2023-08-09,Wrong Item,183.0
RET-003427,ITEM-00048722,ORD-0012865,2022-07-12,Late Delivery,81.96
RET-003428,ITEM-00011414,ORD-0001951,2022-02-06,Wrong Item,102.74
RET-003429,ITEM-00000671,ORD-0000177,,Damaged,240.32
RET-003430,ITEM-00040277,ORD-0019459,,Not as Described,439.8
RET-003431,ITEM-00001444,ORD-0011787,2024-04-11,Damaged,269.84
RET-003432,ITEM-00050652,ORD-0020315,,Wrong Item,88.94
RET-003433,ITEM-00024100,ORD-0004035,2024-01-01,Late Delivery,351.44
RET-003434,ITEM-00011081,ORD-0011059,,Changed Mind,641.55
RET-003435,ITEM-00018820,ORD-0006970,,Not as Described,420.48
RET-003436,ITEM-00069319,ORD-0019920,2023-01-07,Changed Mind,233.28
RET-003437,ITEM-00052875,ORD-0004308,,Damaged,235.08
RET-003438,ITEM-00030309,ORD-0006624,,Wrong Item,79.71
RET-003439,ITEM-00023690,ORD-0015010,,Damaged,499.2
RET-003440,ITEM-00020712,ORD-0006381,,Late Delivery,555.35
RET-003441,ITEM-00048122,ORD-0002117,2023-04-01,Not as Described,142.45
RET-003442,ITEM-00027123,ORD-0009770,2022-10-12,Not as Described,726.12
RET-003443,ITEM-00069732,ORD-0010300,,Not as Described,177.12
RET-003444,ITEM-00004902,ORD-0015622,,Not as Described,37.48
RET-003445,ITEM-00030533,ORD-0010584,,Late Delivery,124.88
RET-003446,ITEM-00019696,ORD-0015425,2022-07-02,Late Delivery,482.08
RET-003447,ITEM-00024787,ORD-0008149,,Not as Described,175.95
RET-003448,ITEM-00012531,ORD-0019206,2023-07-03,Changed Mind,575.36
RET-003449,ITEM-00034076,ORD-0011791,2023-10-09,Damaged,291.33
RET-003450,ITEM-00036682,ORD-0005468,2022-04-07,Late Delivery,33.15
RET-003451,ITEM-00025072,ORD-0013914,,Damaged,52.5
RET-003452,ITEM-00057308,ORD-0022172,2022-12-01,Late Delivery,312.96
RET-003453,ITEM-00030313,ORD-0010007,2024-09-11,Late Delivery,422.56
RET-003454,ITEM-00005902,ORD-0020623,,Damaged,140.55
RET-003455,ITEM-00014371,ORD-0022813,,Damaged,172.65
RET-003456,ITEM-00057073,ORD-0021659,2022-01-08,Late Delivery,736.28
RET-003457,ITEM-00030164,ORD-0009552,2023-04-05,Late Delivery,63.93
RET-003458,ITEM-00028860,ORD-0002543,,Wrong Item,255.06
RET-003459,ITEM-00052247,ORD-0010371,2022-12-09,Late Delivery,359.75
RET-003460,ITEM-00048945,ORD-0007042,,Damaged,208.86
RET-003461,ITEM-00035775,ORD-0017264,,Damaged,658.08
RET-003462,ITEM-00037017,ORD-0004759,,Changed Mind,19.2
RET-003463,ITEM-00049147,ORD-0000205,,Late Delivery,165.52
RET-003464,ITEM-00047652,ORD-0011159,,Late Delivery,363.24
RET-003465,ITEM-00014417,ORD-0002094,,Wrong Item,151.93
RET-003466,ITEM-00021522,ORD-0021076,,Not as Described,881.48
RET-003467,ITEM-00009837,ORD-0021057,,Changed Mind,49.04
RET-003468,ITEM-00040670,ORD-0007830,,Changed Mind,890.45
RET-003469,ITEM-00032708,ORD-0014310,,Late Delivery,268.9
RET-003470,ITEM-00066394,ORD-0011363,2022-02-07,Changed Mind,239.25
RET-003471,ITEM-00037469,ORD-0019589,,Late Delivery,251.1
RET-003472,ITEM-00025533,ORD-0006938,,Damaged,140.8
RET-003473,ITEM-00007215,ORD-0017349,,Wrong Item,516.87
RET-003474,ITEM-00057568,ORD-0016591,,Damaged,712.95
RET-003475,ITEM-00069043,ORD-0019525,,Changed Mind,145.71
RET-003476,ITEM-00034367,ORD-0021723,2024-01-09,Damaged,467.76
RET-003477,ITEM-00041698,ORD-0020906,2024-02-11,Damaged,489.2
RET-003478,ITEM-00046097,ORD-0020933,,Changed Mind,436.22
RET-003479,ITEM-00018381,ORD-0013952,2022-03-06,Damaged,262.06
RET-003480,ITEM-00054708,ORD-0004163,2023-10-11,Wrong Item,970.04
RET-003481,ITEM-00027297,ORD-0014241,,Damaged,475.28
RET-003482,ITEM-00018668,ORD-0000570,,Damaged,256.76
RET-003483,ITEM-00013505,ORD-0022487,,Late Delivery,245.03
RET-003484,ITEM-00043373,ORD-0010822,2023-06-09,Changed Mind,190.16
RET-003485,ITEM-00048330,ORD-0022539,,Damaged,166.74
RET-003486,ITEM-00037246,ORD-0004526,2024-03-07,Damaged,150.22
RET-003487,ITEM-00021734,ORD-0015375,,Wrong Item,458.22
RET-003488,ITEM-00030022,ORD-0005559,,Changed Mind,104.76
RET-003489,ITEM-00030208,ORD-0024873,2023-02-02,Late Delivery,262.8
RET-003490,ITEM-00059699,ORD-0024980,,Not as Described,243.82
RET-003491,ITEM-00052257,ORD-0000876,,Damaged,815.95
RET-003492,ITEM-00059920,ORD-0020217,,Changed Mind,759.55
RET-003493,ITEM-00048454,ORD-0009832,2024-06-03,Damaged,260.15
RET-003494,ITEM-00037619,ORD-0000421,,Damaged,980.55
RET-003495,ITEM-00030564,ORD-0012218,2024-12-11,Not as Described,402.27
RET-003496,ITEM-00002731,ORD-0018164,,Changed Mind,225.88
RET-003497,ITEM-00061921,ORD-0017407,,Damaged,303.9
RET-003498,ITEM-00022475,ORD-0006763,,Not as Described,478.75
RET-003499,ITEM-00062804,ORD-0001679,2023-01-11,Late Delivery,64.67
RET-003500,ITEM-00030769,ORD-0010069,,Not as Described,392.52
RET-003501,ITEM-00043108,ORD-0006232,,Damaged,119.68
RET-003502,ITEM-00033447,ORD-0004100,,Wrong Item,680.64
RET-003503,ITEM-00035689,ORD-0006540,,Not as Described,37.8
RET-003504,ITEM-00057291,ORD-0009143,,Damaged,340.17
RET-003505,ITEM-00059080,ORD-0024091,,Wrong Item,93.85
RET-003506,ITEM-00035696,ORD-0016528,,Damaged,661.08
RET-003507,ITEM-00011861,ORD-0009727,,Wrong Item,100.71
RET-003508,ITEM-00059427,ORD-0016838,,Wrong Item,243.8
RET-003509,ITEM-00065326,ORD-0018914,,Changed Mind,249.4
RET-003510,ITEM-00009928,ORD-0001390,,Not as Described,824.4
RET-003511,ITEM-00020265,ORD-0004325,,Wrong Item,89.48
RET-003512,ITEM-00022371,ORD-0022517,,Wrong Item,159.5
RET-003513,ITEM-00019896,ORD-0010421,,Not as Described,242.54
RET-003514,ITEM-00006427,ORD-0012454,,Wrong Item,706.44
RET-003515,ITEM-00041216,ORD-0012035,2022-01-04,Damaged,42.6
RET-003516,ITEM-00003210,ORD-0008478,,Wrong Item,598.92
RET-003517,ITEM-00030485,ORD-0019354,2023-03-02,Changed Mind,943.04
RET-003518,ITEM-00005015,ORD-0012591,2022-12-02,Wrong Item,306.76
RET-003519,ITEM-00065481,ORD-0018279,,Not as Described,130.18
RET-003520,ITEM-00015925,ORD-0001883,,Late Delivery,207.68
RET-003521,ITEM-00048209,ORD-0000644,,Changed Mind,281.52
RET-003522,ITEM-00027860,ORD-0017087,,Not as Described,560.25
RET-003523,ITEM-00057237,ORD-0001827,,Late Delivery,318.56
RET-003524,ITEM-00059858,ORD-0000766,,Damaged,508.77
RET-003525,ITEM-00002850,ORD-0024962,2023-05-09,Wrong Item,8.27
RET-003526,ITEM-00066553,ORD-0011717,2022-08-11,Wrong Item,253.6
RET-003527,ITEM-00059170,ORD-0015214,2022-05-02,Changed Mind,818.36
RET-003528,ITEM-00020543,ORD-0007927,2022-04-08,Changed Mind,6.23
RET-003529,ITEM-00006875,ORD-0003428,,Wrong Item,120.72
RET-003530,ITEM-00001456,ORD-0008468,,Wrong Item,280.14
RET-003531,ITEM-00051255,ORD-0018082,2022-06-03,Not as Described,145.62
RET-003532,ITEM-00045726,ORD-0008922,2022-10-07,Late Delivery,466.48
RET-003533,ITEM-00067695,ORD-0011075,,Damaged,267.46
RET-003534,ITEM-00045858,ORD-0010468,,Changed Mind,410.18
RET-003535,ITEM-00043699,ORD-0021067,,Not as Described,635.67
RET-003536,ITEM-00047498,ORD-0017712,2024-11-06,Not as Described,143.67
RET-003537,ITEM-00060355,ORD-0004576,,Not as Described,102.68
RET-003538,ITEM-00049060,ORD-0017242,2023-06-10,Changed Mind,620.4
RET-003539,ITEM-00042773,ORD-0007164,2022-03-07,Not as Described,128.46
RET-003540,ITEM-00006130,ORD-0016679,,Late Delivery,64.9
RET-003541,ITEM-00011635,ORD-0015452,,Changed Mind,178.08
RET-003542,ITEM-00006626,ORD-0012119,,Changed Mind,489.1
RET-003543,ITEM-00011298,ORD-0001405,2023-01-02,Changed Mind,209.72
RET-003544,ITEM-00046699,ORD-0024190,,Wrong Item,333.96
RET-003545,ITEM-00006650,ORD-0017659,,Wrong Item,1129.6
RET-003546,ITEM-00011208,ORD-0008844,,Late Delivery,611.65
RET-003547,ITEM-00033594,ORD-0013225,,Damaged,559.8
RET-003548,ITEM-00000035,ORD-0012198,,Damaged,21.33
RET-003549,ITEM-00034958,ORD-0014141,2024-04-02,Wrong Item,752.84
RET-003550,ITEM-00060555,ORD-0023038,,Wrong Item,128.9
RET-003551,ITEM-00049782,ORD-0012660,,Late Delivery,26.94
RET-003552,ITEM-00053092,ORD-0022702,,Changed Mind,674.24
RET-003553,ITEM-00059064,ORD-0006370,,Damaged,117.08
RET-003554,ITEM-00036065,ORD-0002825,,Not as Described,679.36
RET-003555,ITEM-00024968,ORD-0002550,2022-05-09,Changed Mind,323.12
RET-003556,ITEM-00015494,ORD-0001706,,Damaged,887.45
RET-003557,ITEM-00015348,ORD-0000087,,Changed Mind,486.94
RET-003558,ITEM-00059373,ORD-0006276,2022-02-06,Not as Described,170.12
RET-003559,ITEM-00063443,ORD-0002256,,Changed Mind,147.96
RET-003560,ITEM-00019510,ORD-0002445,,Damaged,67.04
RET-003561,ITEM-00066217,ORD-0006240,,Damaged,571.44
RET-003562,ITEM-00025059,ORD-0017055,,Wrong Item,848.65
RET-003563,ITEM-00050353,ORD-0000500,,Wrong Item,564.27
RET-003564,ITEM-00040994,ORD-0013601,2024-01-08,Not as Described,72.24
RET-003565,ITEM-00016024,ORD-0012498,,Damaged,267.24
RET-003566,ITEM-00010974,ORD-0000009,2023-11-09,Not as Described,90.88
RET-003567,ITEM-00010424,ORD-0013274,,Not as Described,137.75
RET-003568,ITEM-00061817,ORD-0005977,,Damaged,117.28
RET-003569,ITEM-00051663,ORD-0021036,2024-07-02,Damaged,120.54
RET-003570,ITEM-00041691,ORD-0024296,2023-12-04,Damaged,411.32
RET-003571,ITEM-00025572,ORD-0012605,,Changed Mind,431.44
RET-003572,ITEM-00061378,ORD-0016561,2024-11-02,Changed Mind,104.06
RET-003573,ITEM-00017535,ORD-0017905,2022-02-02,Wrong Item,241.08
